RunID,RunDate,LineID,ProductID,ShiftName,UnitsProduced,DefectUnits,DowntimeMinutes,DefectRatePct
1328,2026-05-05,2,3007,Night,828,47,89.0,5.68
1329,2026-04-22,1,3013,Morning,4111,91,14.0,2.21
1330,2026-05-21,5,3004,Morning,4952,157,19.0,3.17
1331,2026-04-30,1,3001,Afternoon,1009,46,80.0,4.56
1332,2026-06-20,1,3006,Afternoon,3386,62,14.0,1.83
1333,2026-06-21,1,3011,Afternoon,1561,54,105.0,3.46
1334,2026-04-28,1,3003,Night,3773,155,13.0,4.11
1335,2026-05-18,3,3015,Morning,2207,129,116.0,5.85
1336,2026-06-28,2,3000,Afternoon,801,36,80.0,4.49
1337,2026-06-06,5,3001,Afternoon,1757,20,53.0,1.14
1338,2026-04-20,2,3009,Morning,2785,86,32.0,3.09
1339,2026-05-24,3,3009,Night,4032,150,41.0,3.72
1340,2026-05-26,4,3005,Afternoon,300,3,89.0,1.0
1341,2026-05-29,4,3004,Afternoon,4796,137,90.0,2.86
1342,2026-04-03,4,3001,Night,3318,68,25.0,2.05
1343,2026-04-27,2,3012,Morning,4401,50,65.0,1.14
1344,2026-06-16,3,3007,Night,4664,154,119.0,3.3
1345,2026-04-22,5,3002,Night,937,13,30.0,1.39
1346,2026-04-27,5,3007,Morning,649,24,83.0,3.7
1347,2026-04-30,4,3017,Night,3928,56,20.0,1.43
1348,2026-04-16,4,3004,Night,1101,49,100.0,4.45
1349,2026-04-14,5,3016,Afternoon,910,14,20.0,1.54
1350,2026-05-02,4,3004,Afternoon,2448,132,35.0,5.39
1351,2026-06-18,5,3003,Night,4584,29,55.0,0.63
1352,2026-04-01,1,3004,Morning,4018,135,44.0,3.36
1353,2026-04-26,2,3006,Morning,2685,60,20.0,2.23
1354,2026-04-06,1,3002,Afternoon,1142,19,76.0,1.66
1355,2026-05-21,1,3011,Night,1814,56,2.0,3.09
1356,2026-04-23,3,3006,Afternoon,3504,179,118.0,5.11
1357,2026-06-11,2,3013,Morning,953,52,6.0,5.46
1358,2026-05-23,3,3009,Afternoon,2717,58,40.0,2.13
1359,2026-06-10,3,3008,Morning,256,3,111.0,1.17
1360,2026-05-28,4,3008,Night,1760,78,18.0,4.43
1361,2026-05-10,5,3002,Afternoon,1390,51,8.0,3.67
1362,2026-06-17,5,3013,Afternoon,3469,55,89.0,1.59
1363,2026-05-13,2,3001,Afternoon,4587,214,8.0,4.67
1364,2026-06-25,2,3013,Night,903,30,107.0,3.32
1365,2026-06-29,4,3018,Night,4026,164,54.0,4.07
1366,2026-05-24,1,3014,Afternoon,3348,82,104.0,2.45
1367,2026-05-31,3,3008,Afternoon,4855,141,29.0,2.9
1368,2026-04-24,3,3005,Morning,4575,68,16.0,1.49
1369,2026-06-13,1,3016,Afternoon,683,31,115.0,4.54
1370,2026-05-31,4,3004,Afternoon,3767,51,91.0,1.35
1371,2026-06-21,2,3009,Afternoon,3042,145,109.0,4.77
1372,2026-04-25,1,3014,Night,742,36,38.0,4.85
1373,2026-06-10,4,3017,Night,1434,66,48.0,4.6
1374,2026-05-13,1,3017,Afternoon,4649,28,69.0,0.6
1375,2026-04-17,4,3001,Afternoon,2806,56,53.0,2.0
1376,2026-04-16,1,3017,Morning,1824,56,29.0,3.07
1377,2026-05-21,3,3002,Afternoon,1738,65,45.0,3.74
1378,2026-04-29,5,3011,Night,4221,234,73.0,5.54
1379,2026-04-10,2,3017,Night,1560,40,4.0,2.56
1380,2026-05-09,4,3012,Night,962,51,40.0,5.3
1381,2026-05-29,4,3018,Afternoon,2954,41,35.0,1.39
1382,2026-04-29,5,3006,Night,4964,126,8.0,2.54
1383,2026-06-25,1,3005,Night,1079,8,14.0,0.74
1384,2026-06-10,4,3006,Afternoon,1425,65,59.0,4.56
1385,2026-05-17,5,3006,Morning,2451,32,12.0,1.31
1386,2026-06-24,4,3012,Afternoon,1159,22,41.0,1.9
1387,2026-05-09,1,3008,Night,3323,158,67.0,4.75
1388,2026-04-13,5,3014,Afternoon,1417,48,104.0,3.39
1389,2026-04-04,1,3007,Night,815,4,11.0,0.49
1390,2026-06-24,3,3005,Night,1454,7,52.0,0.48
1391,2026-06-26,3,3003,Morning,4666,154,12.0,3.3
1392,2026-06-06,3,3010,Night,4687,102,51.0,2.18
1393,2026-04-10,3,3017,Afternoon,2627,39,57.0,1.48
1394,2026-04-27,1,3016,Night,2122,82,95.0,3.86
1395,2026-04-04,3,3004,Afternoon,4133,72,53.0,1.74
1396,2026-04-05,5,3009,Afternoon,1132,42,112.0,3.71
1397,2026-04-23,3,3013,Morning,3338,86,16.0,2.58
1398,2026-05-22,2,3011,Morning,3464,52,6.0,1.5
1399,2026-04-06,5,3001,Afternoon,3608,45,0.0,1.25
1400,2026-06-28,1,3011,Afternoon,1246,22,42.0,1.77
1401,2026-05-11,3,3000,Afternoon,3637,24,23.0,0.66
1402,2026-04-24,3,3002,Morning,3137,68,10.0,2.17
1403,2026-05-17,3,3012,Afternoon,4400,240,28.0,5.45
1404,2026-06-11,5,3001,Morning,1037,52,116.0,5.01
1405,2026-04-29,3,3006,Morning,3145,80,96.0,2.54
1406,2026-04-05,5,3011,Afternoon,4182,153,2.0,3.66
1407,2026-04-05,1,3012,Afternoon,1535,55,109.0,3.58
1408,2026-06-16,4,3008,Afternoon,3770,190,24.0,5.04
1409,2026-04-11,3,3001,Night,677,12,48.0,1.77
1410,2026-05-28,2,3015,Night,3646,77,0.0,2.11
1411,2026-05-05,2,3018,Afternoon,3110,67,48.0,2.15
1412,2026-06-09,4,3016,Night,1124,8,91.0,0.71
1413,2026-04-06,4,3014,Morning,518,11,85.0,2.12
1414,2026-06-20,4,3007,Night,3778,201,71.0,5.32
1415,2026-06-02,1,3016,Afternoon,1358,74,75.0,5.45
1416,2026-05-11,3,3009,Night,2587,28,87.0,1.08
1417,2026-04-19,5,3002,Night,491,14,22.0,2.85
1418,2026-06-27,1,3016,Night,4824,125,0.0,2.59
1419,2026-04-28,3,3006,Night,2834,90,12.0,3.18
1420,2026-05-15,3,3017,Morning,4671,165,84.0,3.53
1421,2026-05-06,5,3006,Morning,969,5,52.0,0.52
1422,2026-04-21,2,3016,Afternoon,1187,60,76.0,5.05
1423,2026-05-08,3,3010,Afternoon,3129,183,67.0,5.85
1424,2026-04-14,4,3008,Morning,3101,126,32.0,4.06
1425,2026-04-01,1,3005,Night,3996,165,16.0,4.13
1426,2026-04-27,5,3015,Morning,4654,158,116.0,3.39
1427,2026-04-11,5,3001,Night,4145,96,35.0,2.32
1428,2026-05-08,4,3008,Morning,873,11,13.0,1.26
1429,2026-06-17,4,3007,Afternoon,1685,62,36.0,3.68
1430,2026-04-15,4,3010,Night,4586,34,108.0,0.74
1431,2026-04-01,4,3004,Afternoon,2834,142,31.0,5.01
1432,2026-04-10,5,3012,Night,4361,122,118.0,2.8
1433,2026-05-16,3,3007,Night,2902,80,55.0,2.76
1434,2026-04-25,3,3003,Night,438,10,103.0,2.28
1435,2026-05-15,4,3003,Afternoon,2469,143,78.0,5.79
1436,2026-04-03,1,3013,Night,4158,60,5.0,1.44
1437,2026-04-30,5,3004,Afternoon,3344,44,61.0,1.32
1438,2026-05-07,4,3005,Night,837,11,0.0,1.31
1439,2026-05-09,4,3011,Night,1208,49,24.0,4.06
1440,2026-05-20,2,3006,Morning,4300,256,65.0,5.95
1441,2026-06-10,2,3007,Afternoon,4900,87,12.0,1.78
1442,2026-05-13,3,3004,Night,3813,208,83.0,5.46
1443,2026-06-15,4,3006,Morning,670,13,98.0,1.94
1444,2026-05-18,4,3013,Night,3172,128,11.0,4.04
1445,2026-04-24,4,3010,Morning,4180,30,57.0,0.72
1446,2026-04-21,5,3018,Night,3272,105,78.0,3.21
1447,2026-04-30,5,3014,Night,3051,125,7.0,4.1
1448,2026-05-24,4,3000,Morning,2443,84,46.0,3.44
1449,2026-04-22,2,3007,Night,1375,24,30.0,1.75
1450,2026-06-22,3,3005,Morning,1547,78,4.0,5.04
1451,2026-05-14,3,3011,Afternoon,3779,220,96.0,5.82
1452,2026-06-17,4,3005,Night,535,16,53.0,2.99
1453,2026-06-01,5,3018,Morning,605,24,90.0,3.97
1454,2026-05-01,2,3005,Morning,2103,101,70.0,4.8
1455,2026-04-21,3,3009,Afternoon,3917,71,105.0,1.81
1456,2026-06-06,1,3002,Afternoon,3353,176,119.0,5.25
1457,2026-04-30,4,3017,Morning,3031,61,72.0,2.01
1458,2026-04-23,3,3017,Afternoon,2763,131,42.0,4.74
1459,2026-06-23,3,3015,Morning,731,8,50.0,1.09
1460,2026-05-14,3,3006,Morning,1792,37,99.0,2.06
1461,2026-04-05,2,3001,Morning,581,19,51.0,3.27
1462,2026-05-15,3,3013,Morning,3839,130,62.0,3.39
1463,2026-05-12,4,3008,Night,3804,196,23.0,5.15
1464,2026-06-17,2,3018,Night,1438,85,0.0,5.91
1465,2026-06-04,1,3013,Afternoon,1606,17,78.0,1.06
1466,2026-04-18,2,3010,Night,1723,34,39.0,1.97
1467,2026-04-14,1,3018,Afternoon,4468,110,70.0,2.46
1468,2026-05-25,2,3015,Night,2544,79,48.0,3.11
1469,2026-04-05,4,3008,Morning,3857,124,18.0,3.21
1470,2026-04-29,1,3000,Morning,2354,122,104.0,5.18
1471,2026-04-13,4,3001,Night,3551,168,106.0,4.73
1472,2026-04-02,2,3008,Morning,2735,16,100.0,0.59
1473,2026-06-22,5,3010,Night,1537,46,44.0,2.99
1474,2026-04-09,4,3000,Afternoon,4406,171,30.0,3.88
1475,2026-04-01,2,3002,Afternoon,3602,109,5.0,3.03
1476,2026-06-23,3,3013,Afternoon,3892,47,87.0,1.21
1477,2026-04-17,1,3014,Night,4751,127,39.0,2.67
1478,2026-06-13,1,3000,Morning,1394,38,107.0,2.73
1479,2026-04-03,5,3009,Night,639,9,104.0,1.41
1480,2026-04-14,5,3001,Night,2994,139,15.0,4.64
1481,2026-04-10,1,3013,Night,1765,40,110.0,2.27
1482,2026-06-03,2,3015,Night,2291,85,16.0,3.71
1483,2026-05-26,1,3016,Night,1326,44,58.0,3.32
1484,2026-05-13,2,3011,Afternoon,2112,112,56.0,5.3
1485,2026-04-22,2,3011,Afternoon,2087,24,114.0,1.15
1486,2026-04-08,2,3017,Afternoon,1882,21,78.0,1.12
1487,2026-05-22,3,3011,Night,3763,80,105.0,2.13
1488,2026-04-21,1,3008,Afternoon,3044,87,71.0,2.86
1489,2026-05-24,5,3014,Afternoon,2476,53,99.0,2.14
1490,2026-06-01,4,3011,Morning,741,34,102.0,4.59
1491,2026-06-16,4,3016,Morning,2939,54,103.0,1.84
1492,2026-05-15,1,3009,Morning,1040,10,49.0,0.96
1493,2026-04-01,4,3016,Afternoon,1707,47,45.0,2.75
1494,2026-04-26,5,3000,Afternoon,2191,104,118.0,4.75
1495,2026-06-16,1,3000,Night,878,45,90.0,5.13
1496,2026-05-18,4,3001,Afternoon,2069,93,110.0,4.49
1497,2026-05-26,2,3010,Morning,1481,52,69.0,3.51
1498,2026-05-12,4,3013,Afternoon,4278,191,111.0,4.46
1499,2026-04-15,3,3004,Morning,4326,183,86.0,4.23
1500,2026-06-20,5,3002,Night,221,3,89.0,1.36
